,longueur,v_longueur,largeur,v_largeur,teinte,v_teinte,sucre,v_sucre,eau,v_eau,fibres,v_fibre
poivron299,14.70638957477044,3.0,7.0775669654616395,2.0,1.615145530344498,3.0,6.181731079170698,1.0,92.75969990065094,2.0,2.1319721996034344,0.1
poivron300,7.276732673030741,3.0,13.702551009488879,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron301,10.0,3.0,8.0,2.0,-4.749007499583341,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron302,7.633733904378449,3.0,7.371953800142064,2.0,-4.236452316213449,3.0,6.531949814545988,1.0,90.4387889021783,2.0,2.214185572443814,0.1
poivron303,14.415469429462384,3.0,8.357240914320036,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron304,10.0,3.0,8.0,2.0,-3.0594069327729496,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron305,12.120612453117705,3.0,10.43785677375417,2.0,2.7497924702946137,3.0,6.193078096798632,1.0,92.27586733463599,2.0,2.3121124705408502,0.1
poivron306,8.766366871279807,3.0,4.775738603586878,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron307,10.0,3.0,8.0,2.0,2.821285351224303,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron308,7.894055251141255,3.0,7.443231792195476,2.0,4.731169708253366,3.0,6.29952421659671,1.0,90.53388387286198,2.0,2.265458653018905,0.1
poivron309,12.598664958310842,3.0,10.97758144559555,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron310,10.0,3.0,8.0,2.0,4.968403305172361,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron311,16.73422182497813,3.0,7.004108804814779,2.0,-4.044004780300435,3.0,6.778069851762865,1.0,89.71764869446689,2.0,2.157665776902845,0.1
poivron312,7.111306627953914,3.0,10.77745374307965,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron313,10.0,3.0,8.0,2.0,-7.21710515026556,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron314,10.060620046668207,3.0,2.9674225184005207,2.0,-2.5979627564688106,3.0,6.246034583932977,1.0,93.59076952187536,2.0,2.4545751399411957,0.1
poivron315,11.48790010620291,3.0,3.353879132165738,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron316,10.0,3.0,8.0,2.0,-1.4617108986196847,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron317,4.802764268181319,3.0,13.409191943544478,2.0,-0.39346702169026126,3.0,6.3189615287190595,1.0,89.90841237958648,2.0,2.2084729751971657,0.1
poivron318,15.617328323078333,3.0,8.102898240981629,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron319,10.0,3.0,8.0,2.0,1.620555352266114,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron320,12.852073042358498,3.0,7.039287988342522,2.0,1.075353232762534,3.0,4.255614442827853,1.0,90.46294938742572,2.0,2.2329938783148475,0.1
poivron321,4.934330378597156,3.0,3.907445368840891,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron322,10.0,3.0,8.0,2.0,-1.5816000916028903,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron323,10.001873670965102,3.0,14.049586943193802,2.0,-2.204697686779028,3.0,7.082377803623755,1.0,89.7511873545159,2.0,2.0870587104582783,0.1
poivron324,13.071765445378885,3.0,8.591035672306203,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron325,10.0,3.0,8.0,2.0,-3.0332215600669237,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron326,6.747018273215605,3.0,9.438994545948031,2.0,4.648217565208045,3.0,5.641888760709754,1.0,88.20675490528811,2.0,2.201526120868797,0.1
poivron327,8.5596371411975,3.0,5.737920885714709,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron328,10.0,3.0,8.0,2.0,0.9962846655675524,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron329,7.0776998648844875,3.0,14.619937011792434,2.0,3.473678306447873,3.0,5.5584781351452275,1.0,91.7282233886772,2.0,2.0049456542026247,0.1
poivron330,9.384854781181287,3.0,8.130200838190554,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron331,10.0,3.0,8.0,2.0,4.190117160538074,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron332,8.322572715875772,3.0,1.8499968801280762,2.0,3.629046115479717,3.0,6.489645658074,1.0,90.45191009238125,2.0,2.123621022304543,0.1
poivron333,5.95309245546736,3.0,7.248900760635634,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron334,10.0,3.0,8.0,2.0,1.9582412669399514,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron335,11.275316073655112,3.0,8.194023821763288,2.0,5.808955235031582,3.0,6.471512774816524,1.0,90.91304320147097,2.0,2.078892414297684,0.1
poivron336,8.741711260886106,3.0,8.800863444654278,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron337,10.0,3.0,8.0,2.0,0.7399943805407145,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron338,14.202501615375546,3.0,5.45855441970726,2.0,1.1460088856476547,3.0,4.946301959293619,1.0,88.73726429040276,2.0,2.098168781886155,0.1
poivron339,11.303632403010539,3.0,7.579725258846195,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron340,10.0,3.0,8.0,2.0,1.4286356884983835,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron341,7.476341616996221,3.0,8.192482627262196,2.0,-0.6517269957842367,3.0,5.001190660221803,1.0,91.48040596405363,2.0,2.2869892874417377,0.1
poivron342,9.919286319668384,3.0,5.722236201902618,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron343,10.0,3.0,8.0,2.0,0.48010818317473114,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron344,13.88816986209191,3.0,8.313148844055805,2.0,-1.7888889942962098,3.0,4.702865368097125,1.0,89.97671560699462,2.0,2.1973543175099866,0.1
poivron345,9.816984463740702,3.0,3.611071147868831,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron346,10.0,3.0,8.0,2.0,-4.349489055116106,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron347,8.109719315768304,3.0,8.008417977378837,2.0,-2.333026950008224,3.0,6.17187459449687,1.0,91.55014409471546,2.0,2.320605336025039,0.1
poivron348,8.473942124773597,3.0,10.214785576910733,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron349,10.0,3.0,8.0,2.0,-0.16592945399814005,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron350,12.625239942592943,3.0,10.289045715702619,2.0,6.295456539696811,3.0,6.91482760905581,1.0,90.52490651747779,2.0,1.9846345091615634,0.1
poivron351,4.912886886073792,3.0,8.815267231583213,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron352,10.0,3.0,8.0,2.0,7.711778149018963,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron353,9.192775799967007,3.0,8.430251281192916,2.0,-1.5968114031697955,3.0,6.69035621308554,1.0,91.43153140343915,2.0,2.2514754242416646,0.1
poivron354,15.484731144127316,3.0,5.513861535238712,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron355,10.0,3.0,8.0,2.0,-3.5112263355477316,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron356,11.25956002744563,3.0,11.110963173051813,2.0,7.406580512070435,3.0,6.099366319072577,1.0,91.03297651824721,2.0,2.167041339046157,0.1
poivron357,8.076695602989771,3.0,5.896615051041648,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron358,10.0,3.0,8.0,2.0,-2.8741160717822325,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron359,15.995554556229362,3.0,12.02109689574487,2.0,1.803567594227378,3.0,4.473633462776519,1.0,90.36504348767797,2.0,2.043586115330463,0.1
poivron360,1.4023153943759592,3.0,7.4804644272369485,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron361,10.0,3.0,8.0,2.0,3.940239549589232,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron362,5.569592808295506,3.0,6.980801020822427,2.0,-2.4738097775428782,3.0,5.924386078019323,1.0,88.98700899512735,2.0,2.272636673619039,0.1
poivron363,11.385800042801936,3.0,12.87883155138439,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron364,10.0,3.0,8.0,2.0,-1.527088568568573,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron365,4.148210813004388,3.0,4.055185061728083,2.0,3.4690255795512495,3.0,5.8212444656154405,1.0,84.90679401154105,2.0,2.1843408712662864,0.1
poivron366,15.959316779713907,3.0,11.849049172272728,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron367,10.0,3.0,8.0,2.0,-1.8600753908679242,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron368,5.339389587163792,3.0,3.762302564389401,2.0,1.164113302130132,3.0,4.759176811859566,1.0,89.40592538175122,2.0,2.2232093436792635,0.1
poivron369,8.55024833124056,3.0,7.4552116475276655,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron370,10.0,3.0,8.0,2.0,4.275961153116674,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron371,14.0946571139947,3.0,8.896145838255242,2.0,-0.8999662325255352,3.0,5.854190777096492,1.0,88.3654789183583,2.0,2.1336041862692845,0.1
poivron372,4.183671363149986,3.0,5.102875875418681,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron373,10.0,3.0,8.0,2.0,-5.037556809235947,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron374,16.533335398241814,3.0,12.650754487023448,2.0,3.362828606585246,3.0,6.788636212391831,1.0,90.22370500805579,2.0,2.4820624978338888,0.1
poivron375,9.619891865496857,3.0,3.612519293495355,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron376,10.0,3.0,8.0,2.0,2.0265625379891734,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron377,9.090830699679437,3.0,7.856846513585323,2.0,-2.521393604163406,3.0,7.208163347593121,1.0,88.01133812283727,2.0,2.3104816761020417,0.1
poivron378,14.694917848381255,3.0,11.525843653171034,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron379,10.0,3.0,8.0,2.0,-4.136639312357149,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron380,6.46743216771456,3.0,11.031514094207058,2.0,3.6713586433235252,3.0,7.6264737867347225,1.0,88.81750267809309,2.0,2.231322413550252,0.1
poivron381,9.201701361432738,3.0,10.295700758188897,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron382,10.0,3.0,8.0,2.0,-2.1556555812131877,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron383,10.467203633593853,3.0,6.992366019416584,2.0,0.32601708417662895,3.0,6.448512749624475,1.0,87.50627867929192,2.0,2.155626872246203,0.1
poivron384,11.430911542663255,3.0,3.7041076557751786,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron385,10.0,3.0,8.0,2.0,0.015029648339870715,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron386,14.994441958205844,3.0,4.6009827919046185,2.0,-8.28848140624403,3.0,4.722910260973828,1.0,92.05772060205553,2.0,2.206765202339964,0.1
poivron387,9.828165025806701,3.0,7.481974296217356,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron388,10.0,3.0,8.0,2.0,0.5204779194284403,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron389,6.4232431754814705,3.0,6.933711680277636,2.0,2.252793623926337,3.0,6.819820037183551,1.0,90.16718959489792,2.0,2.103966741247881,0.1
poivron390,4.943633064360686,3.0,8.68023668009615,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron391,10.0,3.0,8.0,2.0,4.082265481529175,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron392,1.2166515769885766,3.0,10.235815326135707,2.0,0.19788876681826728,3.0,3.8492808386031663,1.0,90.17587768271831,2.0,2.264116571882169,0.1
poivron393,11.136860573421275,3.0,7.261183709050688,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron394,10.0,3.0,8.0,2.0,2.3603221474558156,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron395,8.171449556880889,3.0,10.569859445659018,2.0,-3.1759678235304207,3.0,5.198157645357144,1.0,88.81743743559706,2.0,2.1119051093016137,0.1
poivron396,12.470819547607581,3.0,7.318425483821683,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron397,10.0,3.0,8.0,2.0,-0.7652539635807287,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron398,11.814193534773725,3.0,3.2868558541192687,2.0,-1.347472846073941,3.0,4.851285593937908,1.0,91.68158712112758,2.0,2.2352760741146533,0.1
poivron399,10.403787669407402,3.0,7.641733011333961,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron400,10.0,3.0,8.0,2.0,-2.8958595059049,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron401,8.443954740240224,3.0,12.16025597192329,2.0,-3.9759051288022755,3.0,4.049721586068137,1.0,91.94191668557642,2.0,2.16930543764968,0.1
poivron402,9.675075004760302,3.0,12.063503970773523,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron403,10.0,3.0,8.0,2.0,4.787367714712906,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron404,10.690688043457108,3.0,12.397002779852098,2.0,-0.6039236964317052,3.0,5.14906076617316,1.0,90.75678699193104,2.0,1.9625627032769315,0.1
poivron405,7.713433920154737,3.0,7.272292075577706,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron406,10.0,3.0,8.0,2.0,-0.1119867101652381,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron407,14.137691010635278,3.0,9.897900457494734,2.0,1.611820160786859,3.0,3.9929139444859936,1.0,87.21774921277081,2.0,2.1704286887969024,0.1
poivron408,10.672579845415285,3.0,10.392599115853653,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron409,10.0,3.0,8.0,2.0,0.5908185723646481,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron410,6.610686368135937,3.0,2.9249205812075605,2.0,5.24504763311125,3.0,7.2456103679919135,1.0,93.70697730599304,2.0,2.2673181276423797,0.1
poivron411,14.892642540354167,3.0,4.534913171130219,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron412,10.0,3.0,8.0,2.0,-0.8330914998396992,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron413,5.554845261151699,3.0,6.1326268174982,2.0,-7.443929335207538,3.0,6.629156527661607,1.0,89.06452377869628,2.0,2.320560028552117,0.1
poivron414,9.40928005478703,3.0,6.599985824248078,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron415,10.0,3.0,8.0,2.0,4.015613505728213,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron416,8.13372957533936,3.0,11.437371204487574,2.0,-1.4444284324437249,3.0,5.717357766149367,1.0,91.40189067051091,2.0,2.179589808500818,0.1
poivron417,13.358596339993452,3.0,6.199179636471108,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron418,10.0,3.0,8.0,2.0,0.6025210995618139,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron419,10.401527234409878,3.0,9.690683878062245,2.0,-0.31728638043432106,3.0,5.858166450581427,1.0,89.09160350280561,2.0,2.1229382846024616,0.1
poivron420,10.969567568143527,3.0,13.99313106969251,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron421,10.0,3.0,8.0,2.0,-3.0538138828382344,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron422,10.653448884773242,3.0,0.47872169302736545,2.0,-6.442266960815634,3.0,5.326060692061261,1.0,86.53138055002641,2.0,2.0620053680623784,0.1
poivron423,9.737873057471418,3.0,8.418984975014316,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron424,10.0,3.0,8.0,2.0,-2.3587978971373875,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron425,4.625692522721224,3.0,11.299209380316974,2.0,-1.4731563431407442,3.0,5.305601815854301,1.0,89.99346241510224,2.0,2.2563491730644176,0.1
poivron426,8.185386640792597,3.0,7.908780151965936,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron427,10.0,3.0,8.0,2.0,-2.2123387780720605,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron428,7.916766767226135,3.0,8.640733298145777,2.0,-1.7216289438395176,3.0,5.236610819628683,1.0,89.91826627511723,2.0,2.031395714876569,0.1
poivron429,8.405974806841485,3.0,3.1105203514764526,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron430,10.0,3.0,8.0,2.0,6.202739018344856,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron431,15.054572414869122,3.0,3.9510871070913094,2.0,0.7711987593946372,3.0,7.302145142937498,1.0,90.54119797563023,2.0,2.2026482076420772,0.1
poivron432,9.43664689642022,3.0,10.012342338957103,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron433,10.0,3.0,8.0,2.0,-2.397299166548954,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron434,9.793005479389116,3.0,8.564445258964845,2.0,-2.6976686167479897,3.0,6.50035630880986,1.0,89.49317286825807,2.0,2.2713175696077434,0.1
poivron435,7.494937433913444,3.0,7.857112098576809,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron436,10.0,3.0,8.0,2.0,1.135317736022346,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron437,12.179676539149382,3.0,12.587662455119059,2.0,0.07649816959395449,3.0,4.230607433845641,1.0,89.45371447081024,2.0,2.326938756402382,0.1
poivron438,10.014037934972043,3.0,10.242532631293312,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron439,10.0,3.0,8.0,2.0,-0.971766315838434,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron440,9.280402353011388,3.0,4.240885954293791,2.0,2.602511455235214,3.0,6.336972761578011,1.0,90.58944194604581,2.0,2.257503523953295,0.1
poivron441,6.026173273597087,3.0,12.048227135334901,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron442,10.0,3.0,8.0,2.0,2.42251690203714,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron443,7.191752079270694,3.0,7.739060057792028,2.0,-3.3189666416942005,3.0,6.040479281732781,1.0,88.74962208053523,2.0,2.2807100104695075,0.1
poivron444,10.750617165861792,3.0,10.897085742315983,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron445,10.0,3.0,8.0,2.0,-4.3339000297171095,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron446,16.585582505319046,3.0,5.51703564895012,2.0,0.16205706976225787,3.0,6.4120918709084735,1.0,91.14441614201505,2.0,2.285613624170665,0.1
poivron447,13.412055123610397,3.0,12.350927111900322,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron448,10.0,3.0,8.0,2.0,-0.6866476495302309,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron449,11.717527427618617,3.0,8.73329785706713,2.0,2.7720703433612774,3.0,7.050028857369634,1.0,91.58427125045495,2.0,2.0089927872340816,0.1
poivron450,9.134571708912238,3.0,9.798545852724192,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron451,10.0,3.0,8.0,2.0,3.4532386771492796,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron452,9.284937393990095,3.0,6.260549133253676,2.0,-0.778133979543409,3.0,6.342400901261154,1.0,91.55688527314182,2.0,2.1815238601866596,0.1
poivron453,13.31366569153613,3.0,7.257486002465376,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron454,10.0,3.0,8.0,2.0,-2.340593720726049,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron455,6.327364333985166,3.0,6.42440114876503,2.0,-1.3013324754354478,3.0,7.808423041544942,1.0,88.38633660810169,2.0,2.160508513644929,0.1
poivron456,9.021997156417065,3.0,6.737534431546422,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron457,10.0,3.0,8.0,2.0,3.1636433606622494,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron458,9.52872239670913,3.0,8.784723528038622,2.0,-2.2620756592735978,3.0,6.38019628598577,1.0,86.19066697583844,2.0,2.192275848659018,0.1
poivron459,9.483555996972147,3.0,10.259758990266043,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron460,10.0,3.0,8.0,2.0,-0.5029295476032026,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron461,14.31922911710164,3.0,-0.3821109710730983,2.0,-1.6406781827104668,3.0,6.541971956415389,1.0,89.63724712079524,2.0,2.247287151662637,0.1
poivron462,13.135174397095604,3.0,6.3345169291804515,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron463,10.0,3.0,8.0,2.0,3.6442207486136042,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron464,9.554766651698575,3.0,6.747981209008364,2.0,3.0025031638596715,3.0,6.94671597540074,1.0,91.10725086214906,2.0,2.25831181325888,0.1
poivron465,12.332496480246268,3.0,5.006741584878332,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron466,10.0,3.0,8.0,2.0,2.4445532905765073,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron467,7.706403806252355,3.0,3.9615584245305833,2.0,2.05754624762643,3.0,6.852449605853093,1.0,87.62233252447925,2.0,2.1946014105357947,0.1
poivron468,8.302151831731669,3.0,7.349799742870639,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron469,10.0,3.0,8.0,2.0,-2.6711663865141135,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron470,8.477378936790107,3.0,9.5851580299168,2.0,-1.72384215558704,3.0,5.781874369657905,1.0,89.23522650147495,2.0,2.2586252942917917,0.1
poivron471,9.872997535565334,3.0,5.112774973332158,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron472,10.0,3.0,8.0,2.0,-1.5675694016173107,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron473,9.387123629885519,3.0,8.909469058531409,2.0,-1.2829654779955733,3.0,6.279959732273723,1.0,86.62611407306845,2.0,2.2714648375311755,0.1
poivron474,2.8879670021791863,3.0,5.442629912849446,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron475,10.0,3.0,8.0,2.0,-6.760313927999509,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron476,10.125463865128655,3.0,4.0269456614799894,2.0,1.24232244902414,3.0,8.16038230945406,1.0,91.22255069260984,2.0,2.252977387970604,0.1
poivron477,6.617975867902261,3.0,8.115557857073684,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron478,10.0,3.0,8.0,2.0,-0.23774783520788229,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron479,6.08984149195149,3.0,7.845509776839199,2.0,-2.0332542879628215,3.0,4.512272625004008,1.0,90.03805792153591,2.0,2.311624198333588,0.1
poivron480,10.870499817944653,3.0,9.54130997317731,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron481,10.0,3.0,8.0,2.0,4.410359379240463,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron482,10.155280661455837,3.0,2.1972392907315976,2.0,-3.302155756465072,3.0,6.652469165469035,1.0,91.44601713726993,2.0,2.115096496458838,0.1
poivron483,14.688616231836518,3.0,9.671746965703013,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron484,10.0,3.0,8.0,2.0,-3.2336057218904974,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron485,8.028494052656953,3.0,7.570061455447344,2.0,5.393801370534238,3.0,4.865217795831791,1.0,88.01135759042218,2.0,2.16163007363779,0.1
poivron486,13.500424185611008,3.0,8.377153448136676,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron487,10.0,3.0,8.0,2.0,-2.2326648819762585,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron488,8.014563863900097,3.0,10.223170603669352,2.0,7.083015059297541,3.0,7.124432286780946,1.0,91.17271458114709,2.0,2.1559524811387956,0.1
poivron489,9.027728538811262,3.0,9.900883481581655,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron490,10.0,3.0,8.0,2.0,-2.3214772613051755,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron491,11.315517373680674,3.0,7.093263706448998,2.0,0.033834681210958895,3.0,5.3863998010451635,1.0,92.00140696180623,2.0,2.044148744707286,0.1
poivron492,9.504148088628115,3.0,12.093608291654068,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron493,10.0,3.0,8.0,2.0,5.4159019823187995,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron494,14.7714159892922,3.0,2.016075747169954,2.0,-0.6494555716530037,3.0,6.243542698879073,1.0,93.36508842443217,2.0,2.173699836379358,0.1
poivron495,17.084485391135317,3.0,8.817190083848939,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron496,10.0,3.0,8.0,2.0,-5.835054475333481,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron497,8.858512546500833,3.0,8.827560013810832,2.0,-5.6944744400775456,3.0,5.049364133578054,1.0,92.36560979405652,2.0,2.272993560952815,0.1
poivron498,5.099503535815211,3.0,4.000027280632249,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron499,10.0,3.0,8.0,2.0,-1.1938315766038075,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron500,6.166512429277898,3.0,5.800266850231955,2.0,2.7306455593930687,3.0,4.96869983908508,1.0,88.07689596089507,2.0,2.143039379481274,0.1
poivron501,5.513231926134742,3.0,9.849366074118207,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron502,10.0,3.0,8.0,2.0,-1.951080119259932,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron503,16.318596377036055,3.0,8.556720016478758,2.0,2.330126220037145,3.0,5.614655627098749,1.0,88.2273404641661,2.0,2.0737473352695814,0.1
poivron504,10.673802732263356,3.0,12.666830470950124,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron505,10.0,3.0,8.0,2.0,3.9928972829568834,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron506,10.127227952327457,3.0,11.492870367044564,2.0,-2.7736167507119562,3.0,6.734619636641941,1.0,90.88779019912074,2.0,2.354461102712979,0.1
poivron507,12.781661471615092,3.0,12.403227401952709,2.0,0.0,3.0,6.0,1.0,90.0,2.0,2.2,0.1
poivron508,10.0,3.0,8.0,2.0,1.8801794570937194,3.0,6.0,1.0,90.0,2.0,2.2,0.1
