StarSpctr;OtherPlanets;Position;SemiMajorAxis;OrbitalExc;OrbitalInc;OrbitalPeriod;AxisIncl;Moons;Diameter;Density;Magnetosphere;AtmPressure;Albedo;DayPeriod;Tmin;Tmax;PH2O;PHe;PCH4;PH2;PN2;PO2;PAr;PCO2;PSO2;PK;Type
4;0;5;5.9147;0.0055;4.235;7485.77;19.73;3;22313;4.93;116.93;2.06;0.52;2.107;-172;-51;0;0;0;0;0.5;0;1.8;97.7;0;0;d
6;2;1;0.9838;0.0013;1.03;307.62;15.23;4;14959;8.48;172.09;1.81;0.7;299.622;107;198;2.1;0;4.6;0;19.4;0.3;0;33.3;39.56;0.74;l
5;4;2;2.0551;0.0011;1.453;645.07;30.9;7;31122;3.34;126.22;4.24;0.39;0.256;-126;573;0.2;4.9;0.2;93;0;0;0;0;1.7;0;g
4;0;4;4.2851;0.0093;0.54;2167.48;29.56;5;40603;1.46;78.76;1.73;0.39;1.777;-189;-78;0;15.2;1.2;83.6;0;0;0;0;0;0;g
9;8;2;1.2774;0.006;1.343;524.75;8.19;1;14714;4.78;75.74;0.83;0.36;480.146;-6;150;1.9;0;0;0;4;0.3;0;93.8;0;0;d
2;0;5;5.8766;0.0029;2.495;10887.46;36.02;0;15105;5.12;84.37;1.01;0.45;0.871;-131;-45;0;0;0;0;0.2;0;0;99.8;0;0;d
5;1;1;0.9664;0.0014;3.685;295.91;9.47;1;15007;6.91;120.38;1.5;0.36;1.464;-135;31;0.1;0;0;0;3.5;0;1.7;94.7;0;0;d
9;1;5;2.875;0.0052;0.152;1284.46;22.09;5;30811;2.58;91.98;1.78;0.33;0.867;-160;-1;0;13.5;1.9;84.6;0;0;0;0;0;0;g
9;1;5;2.7449;0.0173;0.355;892.58;20.87;4;40650;0.57;29.79;0.72;0.42;4.302;-186;-114;0.2;9.9;1.8;88.1;0;0;0;0;0;0;g
8;8;10;8.2507;0.1318;1.841;106372;30.1;0;3500;2.5;10;0.03;0.42;4.27;-269;-24;0;0;0;0;0;0;0;0;0;0;r
1;3;1;1.2348;0.0004;2.118;461.15;38.7;0;15638;5.31;104.52;1.18;0.28;1.12;-63;5;0;2.4;0;21.4;50.7;13.6;9.3;2.6;0;0;i
10;7;6;2.9113;0.0431;1.302;11993.89;23.3;1;3513;6.12;8;0.07;0.64;1.015;-130;119;0;0;0;0;0;0.01;0;0;0;0.02;r
1;5;2;2.4686;0.004;0.835;4139.59;11.79;1;7059;2.06;15.25;0.09;0.2;4036.1;-46;33;1.3;0;0;0;2.6;0;0;86.49;0;0;d
8;3;10;7.6692;0.1019;1.12;78466.62;78.86;0;3963;5.53;11;0.01;0.31;0.597;-227;88;0;0;0;0;0;0;0;0;0;0;r
4;2;9;9.9481;0.1012;3.305;36308.27;25.32;0;14403;7.73;155.71;1.99;0.38;0.724;-85;-33;0;1.4;0;2;48.8;33;6.7;8.1;0;0;i
3;0;5;5.9746;0.0246;0.512;47830.3;12.6;1;3633;4.51;10;0;0.52;0.995;-172;83;0;0;0;0;0;0.02;0;0;0;0.01;r
4;2;6;6.5734;0.0268;2.525;14073.48;35.66;5;14981;5.77;102.76;1.29;0.3;1.185;-102;66;1;0;0;0;0.6;0;0;98.4;0;0;d
7;10;10;8.4526;0.084;2.72;105811.84;73.1;0;3500;2.79;11;0.1;0.51;2.054;-179;220;0;0;0;0;0;0.01;0;0;0;0.01;r
8;4;6;4.7666;0.0409;2.488;32138.02;77;1;3500;6.62;1;0.04;0.3;0.976;-240;4;0;0;0;0;0;0;0;0;0;0.01;r
4;2;2;2.2032;0.0032;2.505;1536.08;12.19;5;15004;3.76;61.54;0.81;0.18;2.339;-207;-65;0;0;0;0;1.7;0.8;0;97.5;0;0;d
9;9;8;4.44;0.0178;2.503;5984.77;43.89;2;15924;7.53;154.29;1.83;0.37;1.478;-223;-195;0;2.6;0;4.6;53.6;30.4;8.7;0.1;0;0;i
6;5;9;8.163;0.0866;1.275;96302.21;42.44;0;3597;7.2;11;0.04;0.71;1.122;-255;75;0;0;0;0;0;0;0;0;0;0;r
7;5;3;2.4051;0.0111;2.213;1840.23;16.4;2;15093;7.48;142.11;1.83;0.38;0.875;-183;-150;0;3;0;2.6;42;32.4;5.2;14.8;0;0;i
4;1;6;6.3618;0.0379;1.295;57069.67;38.26;0;3500;3.22;4;0.02;0.37;2.265;-119;72;0;0;0;0;0;0.02;0;0;0;0.02;r
4;0;3;3.3324;0.0122;1.205;13395.24;37.7;0;3985;6.61;6;0.07;0.07;0.436;-226;3;0;0;0;0;0;0;0;0;0;0.01;r
5;2;8;7.5964;0.0543;1.267;82783.45;84.22;2;3500;7.55;11;0.02;0.36;0.931;-166;122;0;0;0;0;0;0;0;0;0;0.01;r
4;0;5;5.3933;0.0079;0.001;1630.27;34.32;2;85394;1.94;220.1;1.18;0.42;0.344;-165;-48;0.1;6.2;0.4;93.3;0;0;0;0;0;0;g
3;0;1;1.1891;0.0011;0.022;1920.35;40.37;0;3500;3.8;1;0.08;0.29;1634.218;-144;49;0;0;0;0;0;0;0;0;0;0.02;r
5;6;5;4.7872;0.0118;2.318;4476.55;42.69;2;24637;5.59;175.28;3.92;0.4;0.71;-180;-109;0;1.1;0;34.3;43.5;0.7;8.1;12.3;0;0;i
6;1;5;4.4734;0.025;2.163;27841.31;9.28;2;3500;4.71;5;0.09;0.09;0.78;-166;109;0;0;0;0;0;0.01;0;0;0;0;r
5;0;10;10.0257;0.1038;1.492;152156.32;6.99;0;3500;7.51;3;0.09;0.59;1.155;-242;80;0;0;0;0;0;0;0;0;0;0.01;r
6;4;2;1.9473;0.0036;2.563;1324.11;42.22;1;13751;7.56;138.13;1.4;0.45;0.461;-68;5;0;2.8;0;33.8;48.8;1.2;6.6;6.8;0;0;i
7;9;8;7.0146;0.0762;4.963;18490.08;18.98;0;13678;7.55;135.77;1.52;0.37;0.771;-153;-96;0;0.5;0;8.8;61;26.2;0.5;3;0;0;i
5;6;4;3.734;0.0023;0.43;7751.19;17.49;3;8563;4;47.43;1.26;0.41;1.427;-53;19;2.1;0;0;0;55.8;39;2.4;0.7;0;0;t
4;1;7;7.9342;0.0492;1.319;89821.98;68.98;0;3500;7.43;3;0.06;0.22;0.318;-111;84;0;0;0;0;0;0.02;0;0;0;0;r
4;0;1;1.085;0.0018;0.427;1001.4;53.36;2;5592;6.44;15;0.04;0.3;951.33;-162;-14;0;0;0;0;0;0.02;0;0;0;0;r
7;2;7;5.9441;0.0183;0.855;12947.5;16.69;0;13199;5.02;79.7;0.77;0.16;0.58;-100;-7;0;0;0;0;1.8;0;0;98.2;0;0;d
5;0;2;1.8787;0.0045;2.393;4809.93;69.26;0;3500;6.74;6;0.03;0.28;0.478;-202;-25;0;0;0;0;0;0;0;0;0;0;r
3;0;3;3.6724;0.0008;0.058;1871.75;84.1;1;34240;0.55;20.72;0.5;0.39;4.473;-159;-126;0.1;11.7;0.1;88.1;0;0;0;0;0;0;g
3;0;3;3.4941;0.0128;2.49;2980.2;0.51;5;19704;2.02;49.54;0.8;0.19;2.864;-54;101;1.1;0;0;0;1.3;0.4;1.76;95.44;0;0;d
4;2;9;9.4245;0.0811;1.266;131141.58;41.06;2;3500;4.07;3;0.01;0.53;2.154;-216;159;0;0;0;0;0;0;0;0;0;0.01;r
5;0;9;8.7211;0.095;1.38;114014.34;29.82;0;3500;7.87;11;0.08;0.4;0.403;-230;58;0;0;0;0;0;0;0;0;0;0.01;r
8;8;9;7.5461;0.016;0.315;1941.29;22.77;6;139816;2.7;517.72;2.5;0.34;0.191;-156;116;0.1;9.9;1.7;88.2;0;0;0;0;0.1;0;g
8;7;2;1.4213;0.004;2.027;2722.55;0.34;1;3500;3.18;2;0.09;0.06;2659.931;-209;-64;0;0;0;0;0;0;0;0;0;0;r
2;2;5;5.9971;0.0231;0.823;11717.42;32.54;5;14929;7.49;148.57;1.75;0.33;1.235;-158;-85;0;0.5;0;28.4;52.2;6.6;9.7;2.6;0;0;i
3;0;1;1.1634;0.001;2.053;1838.05;6.95;0;3500;4.6;2;0.07;0.24;1.123;-202;-55;0;0;0;0;0;0;0;0;0;0;r
7;1;5;4.3245;0.0154;2.538;3607.21;30.02;5;24995;4.99;157;3.43;0.52;1.42;-154;228;0.8;0;3.3;0;4.8;0;0;91.1;0;0;d
10;5;1;0.6315;0;2.175;128.2;23.56;1;15004;4.76;81.91;1.01;0.16;112.303;-21;155;0.8;0;0;0;4.6;0;1.5;93.1;0;0;d
5;6;4;4.0745;0.0155;2.136;5335.47;13.27;4;15007;3.53;68.16;1.18;0.39;2.451;-13;44;0.5;0;0;0;71;26;1.6;0.9;0;0;t
1;4;6;8.0663;0.0647;0.028;93790.87;9.34;1;3522;6.4;8;0.04;0.18;1.604;-91;197;0;0;0;0;0;0.01;0;0;0;0.01;r
3;0;4;4.5505;0.0182;3.385;18244.65;23.95;2;5489;7.92;55.33;0.26;0.39;1.307;-98;-28;0;0.75;0;8.87;87.77;0.9;0.91;0.8;0;0;i
2;1;10;12.3781;0.0754;2.498;53860.1;1.21;0;14609;7.5;144.05;1.88;0.33;0.929;-135;-90;0;1.1;0;29.1;59.5;5.9;0.3;4.1;0;0;i
4;2;9;9.9953;0.0209;3.87;24874.13;2.08;3;19472;8.74;233.26;3.31;0.41;0.534;-217;-175;0;1.1;0;6.8;57.1;28.2;4.5;2.3;0;0;i
4;0;2;2.1652;0.0015;3.713;892.17;7.45;8;24988;4.07;108.1;2.18;0.38;1.338;-151;124;0.7;0;0;0;3.5;0;0;95.8;0;0;d
2;1;1;1.2384;0.0008;1.408;336.7;2.38;8;21454;7.53;221.42;3.53;0.27;0.709;-180;-92;0;2.5;0;15.8;43.6;19.2;4.4;14.5;0;0;i
9;2;3;1.7909;0.0129;0.308;4407.06;7.8;0;3500;6.07;12;0.1;0.22;0.929;-162;28;0;0;0;0;0;0.01;0;0;0;0;r
7;5;1;0.8405;0.001;2.1;779.57;20.68;0;4258;4.72;1;0.01;0.14;1.274;-51;147;0;0;0;0;0;0.01;0;0;0;0.02;r
5;6;6;6.1583;0.0341;0.899;52867.84;12.86;0;3527;3.2;12;0.07;0.06;3.264;-236;-39;0;0;0;0;0;0;0;0;0;0;r
5;3;7;6.9124;0.0281;0.006;1944.51;41.95;5;120049;1.01;169.75;1.6;0.41;0.505;-214;-125;0.1;4.6;0.6;94.7;0;0;0;0;0;0;g
5;0;8;8.2922;0.0562;0.495;14786.66;5.55;3;23395;7.53;234.06;4.32;0.27;1.142;-72;-29;0;0.6;0;26;40.1;9;8.5;15.8;0;0;i
7;0;5;4.6046;0.014;0.739;2593.04;79.94;3;39376;3.13;167.26;1.79;0.35;0.703;-205;44;0;10.6;0.4;88.3;0;0;0;0;0.7;0;g
5;3;7;7.3575;0.0239;0.195;6730.33;24.62;6;39120;2.07;104.12;1.78;0.31;1.086;-176;20;0.1;4.9;0.7;91.6;0;0;0;0;2.7;0;g
4;3;6;7.0826;0.0258;1.912;3679.99;29.79;3;66367;3.49;301.11;3.44;0.36;0.148;-188;311;0.2;10.1;0.5;88.1;0;0;0;0;1.1;0;g
5;3;4;4.0829;0.0073;0.032;1085.99;9.6;4;73422;1.48;141.26;1.34;0.37;0.442;-186;-81;0.3;10.1;0.4;89.2;0;0;0;0;0;0;g
7;7;6;5.6155;0.0143;0.001;2462.96;0.94;6;61750;0.98;78.67;1.13;0.41;2.337;-154;-90;0.3;13.6;1.4;84.7;0;0;0;0;0;0;g
1;3;6;8.6736;0.0032;0.534;102377.7;12.34;0;3500;7.43;8;0.02;0.35;1.142;-209;49;0;0;0;0;0;0;0;0;0;0.02;r
8;8;8;6.5631;0.0228;0.37;8493;43.25;7;24667;5;132.82;2.37;0.23;1.425;-97;132;0.6;0;0;0;2;0.5;0.1;96.8;0;0;d
7;8;7;5.7988;0.0485;1.626;31494.65;79.76;2;5328;5.02;15;0.07;0.26;1.852;-205;42;0;0;0;0;0;0;0;0;0;0.01;r
10;9;1;0.6875;0.0002;2.308;189.68;30.25;3;14799;5;80.72;0.9;0.26;166.918;-9;152;1.7;0;0;0;3.6;0;0;94.7;0;0;d
2;3;4;4.8442;0.0132;2.233;11302.05;41.53;0;9980;4.97;60.35;0.51;0.23;1.837;-23;29;2.3;0;0;0;2.1;0;1.53;94.07;0;0;d
8;8;7;5.8221;0.0354;2.508;11120.2;14.68;2;15013;5;94.49;1.18;0.26;2.217;-64;88;0.4;0;0;0;3;1.3;2.1;93.2;0;0;d
5;0;4;4.2086;0.0083;1.52;5637.22;18.37;2;15044;7.5;149.91;1.93;0.34;0.424;-130;-112;0;1.8;0;12.2;36.6;22.8;9.3;17.3;0;0;i
4;1;8;9.0665;0.0336;0.019;10838.14;20.24;7;37265;0.6;31.62;0.55;0.33;3.837;-192;-143;0.2;5;0.7;94.1;0;0;0;0;0;0;g
4;2;8;8.6245;0.1177;1.444;114371.31;48.28;0;3500;3.79;9;0.09;0.47;1.856;-182;106;0;0;0;0;0;0.01;0;0;0;0;r
4;3;2;2.3406;0.004;1.254;6337.16;51.68;0;4120;5.99;12;0.05;0.44;6159.72;-142;116;0;0;0;0;0;0.01;0;0;0;0.01;r
4;1;6;6.9065;0.0134;2.498;15279.02;14.36;1;15022;7.51;157.78;1.82;0.4;1.137;-210;-158;0;2.7;0;5.2;55;29.8;0.8;6.5;0;0;i
3;0;1;1.2112;0.0009;1.792;1992;20.2;0;3500;6.23;10;0.02;0.14;1800.768;-78;87;0;0;0;0;0;0;0;0;0;0.02;r
4;1;1;1.1474;0.001;2.563;406.77;31.36;1;15308;6.54;117.62;1.39;0.25;423.448;-202;-63;0;0;0;0;2.8;0;0;97.2;0;0;d
7;7;4;3.0897;0.0068;0.002;3040.32;16.64;0;15011;4.01;76.61;0.79;0.23;1.403;-72;28;1.8;0;0;0;64.5;30;1.8;1.9;0;0;t
10;5;10;6.1591;0.0827;0.029;56103.33;1.32;0;3500;3.64;6;0.05;0.07;1.745;-179;100;0;0;0;0;0;0.02;0;0;0;0.01;r
2;1;1;1.2778;0.0014;2.53;344.85;40.27;4;22513;4.67;120.58;1.96;0.33;1.173;-18;293;1.1;0;0;0;3.9;0;0;95;0;0;d
4;2;6;6.4733;0.0713;1.347;61010.92;3.38;0;3511;5.13;12;0.01;0.63;1.758;-86;94;0;0;0;0;0;0;0;0;0;0;r
7;5;9;7.8665;0.0574;0.007;11911.47;41.51;6;26170;3.87;125.87;2.43;0.43;0.146;-175;231;0;8.5;0.6;90.8;0;0;0;0;0.1;0;g
8;4;3;2.147;0.0129;2.625;1013.84;13.7;5;21871;6.38;156.13;2.64;0.19;1.661;-19;105;0.3;0;0;0;2.1;0.6;1;96;0;0;d
10;8;3;2.0247;0.0034;2.498;1262.86;39.8;3;15049;5.9;96.86;1.07;0.4;1.484;-86;7;1.6;0;0;0;4.9;0;2;91.5;0;0;d
3;0;10;11.316;0.0999;2.521;193001.48;14.16;0;3500;5.11;7;0.01;0.21;0.927;-161;73;0;0;0;0;0;0;0;0;0;0.01;r
5;3;6;5.8714;0.0065;1.225;10935.09;44.4;3;15067;7.52;147.37;1.62;0.34;0.915;-108;-94;0;0.8;0;2.3;46.1;32.7;7.4;10.7;0;0;i
4;3;8;8.7022;0.0556;1.935;108782.66;32.3;1;3500;2.91;10;0.02;0.33;1.094;-230;-44;0;0;0;0;0;0;0;0;0;0;r
4;0;9;9.6207;0.0587;0.006;16459.66;70.16;6;28366;0.83;30.94;1.28;0.33;2.72;-196;-129;0.3;9.8;0.6;89.3;0;0;0;0;0;0;g
4;3;5;5.5112;0.0035;1.992;2759.67;14.95;5;52730;0.71;52.95;0.8;0.33;4.541;-195;-136;0.3;14.3;1.4;84;0;0;0;0;0;0;g
1;6;3;4.0951;0.0004;1.745;5341.51;27.87;1;14841;8;161.07;1.96;0.28;0.963;-136;-41;0;1.2;0;11.7;47.3;23.3;1.8;14.7;0;0;i
6;7;8;8.0333;0.0062;0.088;27941.35;15.79;3;11041;5.07;61.85;0.54;0.18;1.902;-63;-26;0;0;0;0;0.4;0;0;99.6;0;0;d
8;6;4;2.5281;0.0002;1.228;8615.04;27.6;1;3527;7.46;1;0.07;0.51;1.034;-187;71;0;0;0;0;0;0.01;0;0;0;0.02;r
7;10;9;7.3879;0.0486;0.001;6802.26;33.09;7;40046;2.43;137.63;2.67;0.31;0.923;-219;-57;0;17.3;0.8;81.9;0;0;0;0;0;0;g
4;1;2;2.1765;0.0023;2.434;6442.44;8.35;0;3500;2.84;3;0.08;0.19;7080.242;-160;-38;0;0;0;0;0;0;0;0;0;0;r
7;3;8;6.7375;0.0233;2.475;16759.53;39.38;5;13170;9.96;165.11;1.56;0.42;0.488;-172;-113;0;1.6;0;2.8;58.2;32.2;0.3;4.9;0;0;i
6;0;4;3.8354;0.0002;2.503;4663.69;36.84;5;14980;7.52;144.95;1.8;0.32;0.892;-18;5;0;0.7;0;8.2;42.7;26.8;6.4;15.2;0;0;i
8;8;9;7.2983;0.0549;1.412;2413.85;17.32;8;112684;3.05;481.16;2.07;0.31;0.805;-161;4;0.2;11.7;0.3;85.4;0;0;0;0;2.4;0;g
5;6;9;8.103;0.1604;2.64;104392.42;89.76;1;3557;3.46;1;0;0.52;0.622;-124;79;0;0;0;0;0;0.02;0;0;0;0;r
3;0;4;4.6984;0.0157;1.267;30382.12;5.04;0;3505;6.78;2;0.01;0.36;0.518;-184;79;0;0;0;0;0;0.02;0;0;0;0.02;r
5;1;2;2.075;0.0002;2.925;816.99;16.21;7;24907;6.95;227.58;4.46;0.4;0.477;-94;-22;0;1;0;7.3;55.9;27.7;0.9;7.2;0;0;i
3;0;1;1.1746;0.0003;4.63;437.07;11.88;4;14993;9.72;193.63;2.57;0.31;436.196;-131;-94;0;0.9;0;31.1;54.4;3.9;5.9;3.8;0;0;i
7;4;2;1.7216;0.0042;1.301;4037.92;36.37;0;3500;6.5;2;0.02;0.18;0.447;-80;69;0;0;0;0;0;0;0;0;0;0.01;r
5;5;4;4.127;0.0045;0.142;282.93;5.49;2;287133;1.52;567.37;1.49;0.32;1.339;-180;-82;0;18.9;1;80.1;0;0;0;0;0;0;g
8;6;6;4.9522;0.0361;1.329;34488.75;34.73;2;3500;3.99;8;0.07;0.53;1.974;-230;22;0;0;0;0;0;0;0;0;0;0;r
3;0;6;7.2702;0.0016;0.305;71821.37;18.52;2;3500;4.44;4;0.07;0.58;1.448;-195;25;0;0;0;0;0;0.01;0;0;0;0.01;r
4;1;4;4.5727;0.0124;0.96;5520.35;17.51;0;18201;3.11;75.21;1.19;0.4;2.182;-43;57;0.9;0;0;0;71.4;26;1.3;0.4;0;0;t
10;7;9;5.3287;0.1555;1.916;45606.08;41.74;0;3500;2.76;3;0.02;0.65;3.567;-252;-44;0;0;0;0;0;0;0;0;0;0;r
10;10;8;5.9889;0.064;2.058;51967.69;17.88;0;3500;4.07;11;0;0.31;2.442;-211;137;0;0;0;0;0;0;0;0;0;0.01;r
5;2;1;1.0008;0.001;1.99;1360.17;4.61;0;3500;4.81;1;0.09;0.23;1322.085;-176;-4;0;0;0;0;0;0.02;0;0;0;0;r
6;0;10;9.7636;0.0359;0.089;27523.48;6.61;1;17058;3.32;62.3;4;0.37;0.879;-201;60;0;16.5;1.5;79.5;0;0;0;0;2.5;0;g
1;3;3;3.9468;0.0068;2.215;4977;42.08;2;14948;7.5;153.66;2.08;0.33;0.652;-51;5;0;2.3;0;10.4;59.2;24.6;0.2;3.3;0;0;i
3;0;2;2.3355;0.006;0.975;7444.56;38.69;0;3500;2.72;5;0.07;0.17;0.829;-224;-87;0;0;0;0;0;0;0;0;0;0;r
5;6;3;3.0554;0.0026;2.167;2957.3;34.36;3;15018;4.04;83.16;0.92;0.26;1.64;-83;18;2.4;0;0;0;84;11;0.7;1.9;0;0;t
3;0;1;1.1261;0.0008;1.956;1721.74;24.2;0;3500;6.76;3;0.06;0.15;1.187;-103;26;0;0;0;0;0;0.01;0;0;0;0.01;r
6;7;2;1.7859;0.0016;0.285;995.38;17.8;5;15239;2.91;55.82;1.38;0.47;1.155;-34;35;1.8;0;0;0;81.6;14;0.8;1.8;0;0;t
4;1;3;3.1607;0.0174;1.468;12466.75;35.38;1;3872;3.58;7;0;0.13;0.78;-196;5;0;0;0;0;0;0;0;0;0;0;r
6;4;2;1.7656;0.0009;2.455;4225.93;73;0;3500;5.81;7;0.09;0.1;4107.604;-175;-51;0;0;0;0;0;0.01;0;0;0;0;r
5;5;7;7.2225;0.0469;1.296;74250.98;88.18;0;3500;5.84;2;0.1;0.51;1.235;-145;158;0;0;0;0;0;0.02;0;0;0;0.02;r
7;5;2;1.634;0.004;1.257;2670.7;37.4;2;4766;4.15;3;0.05;0.15;1.279;-219;-85;0;0;0;0;0;0;0;0;0;0;r
10;7;3;1.6028;0.0155;2.305;3542.04;2.51;0;3500;6.15;10;0.07;0.12;0.786;-235;-76;0;0;0;0;0;0;0;0;0;0;r
3;0;6;6.8358;0.0522;2.523;11466.34;35.29;1;20416;5.03;127.83;2.16;0.26;1.93;-235;-14;0;0;0;0;4.2;0.5;0;95.3;0;0;d
10;9;1;0.6333;0.0011;1.256;339.21;48.28;2;4975;4.35;2;0.02;0.14;326.998;-204;-87;0;0;0;0;0;0;0;0;0;0;r
3;0;9;9.912;0.0688;0.018;36213.08;27.21;0;13834;5.59;100.59;1.24;0.26;1.559;-60;-10;0;2;0;8.6;47.1;26.4;9;6.9;0;0;i
6;5;5;4.7108;0.0009;0.05;842.74;88.52;7;125147;2.5;406.73;2.17;0.42;0.774;-177;-104;0;7.7;1.1;91.2;0;0;0;0;0;0;g
4;3;8;8.8892;0.0451;2.543;44528.24;38.86;0;8824;5.03;52.77;0.33;0.15;0.499;-208;-152;0;0;0;0;1.3;0;0.69;98.01;0;0;d
2;2;10;12.7368;0.0988;0.844;244213.88;73.28;0;3500;7.44;3;0.03;0.44;0.218;-209;11;0;0;0;0;0;0;0;0;0;0.02;r
4;2;1;1.0724;0.001;1.252;990.17;87.02;0;5526;5.94;10;0.04;0.3;1.558;-221;-85;0;0;0;0;0;0;0;0;0;0;r
10;5;2;0.9291;0.0058;2.483;245.85;27.01;0;15927;7.36;155.75;2.03;0.44;1.486;-152;-96;0;1.6;0;18.9;50.8;16.1;3.8;8.8;0;0;i
1;2;7;9.6653;0.0366;0.001;14772.53;11.26;2;31176;3.69;151.19;3.61;0.44;0.608;-106;417;0.3;5.3;0.4;92.3;0;0;0;0;1.7;0;g
7;2;2;1.7328;0.0041;2.525;629.97;23.55;1;23091;9.87;299.63;1.81;0.55;683.517;138;247;5;0;2;0;7.6;1.2;0;43.3;39.92;0.98;l
7;5;9;8.1306;0.0393;2.503;21554.79;40.27;2;15161;5.83;118.68;1.39;0.34;1.636;-194;-173;0;3;0;11.6;50.4;23.4;0.7;10.9;0;0;i
10;10;5;3.0364;0.0073;0.002;637.37;52.44;6;69958;0.74;72.48;0.73;0.33;1.93;-169;-144;0.2;15.2;0.9;83.7;0;0;0;0;0;0;g
10;3;8;4.4107;0.0263;1.285;27111.37;26.82;0;3500;3.2;1;0.03;0.43;1.358;-254;101;0;0;0;0;0;0;0;0;0;0.01;r
3;0;5;5.6434;0.0124;2.415;6426.9;26.6;2;23825;5;143.28;2.86;0.74;1.944;-34;446;0.6;0;2.3;0;3.8;0.5;2.9;89.9;0;0;d
5;5;7;7.6342;0.0711;2.453;58868.03;0.76;0;5059;2.24;14.26;0.06;0.19;3.803;0;44;0.5;0;0;0;0.8;0.5;0;58.92;0;0;d
4;3;1;1.0231;0.001;1.263;1435.47;16.22;1;3500;2.86;12;0.04;0.27;3.471;-204;7;0;0;0;0;0;0;0;0;0;0;r
8;8;8;6.085;0.0952;1.018;55518.04;34.62;0;3500;2.61;10;0.07;0.35;1.011;-209;45;0;0;0;0;0;0;0;0;0;0;r
4;3;10;10.0572;0.0019;0.437;6619.39;46.34;4;72551;0.9;89.55;0.76;0.33;2.004;-195;-146;0;15.8;0.4;83.8;0;0;0;0;0;0;g
2;2;10;11.7017;0.0097;0.143;12245.55;75.54;5;53615;3.14;230.88;4.58;0.45;0.712;-127;-12;0.1;9.8;1.8;88.3;0;0;0;0;0;0;g
5;4;3;3.0992;0.0093;1.477;13156.93;88.1;2;3500;3.61;8;0.06;0.38;1.981;-79;98;0;0;0;0;0;0.02;0;0;0;0.01;r
7;0;1;0.8326;0.0009;2.555;219.89;7.84;3;14983;7.47;142.45;1.82;0.28;209.775;-31;5;0;2.5;0;23;54.5;12;4.3;3.7;0;0;i
8;2;5;3.5525;0.025;0.295;17023.68;30.68;1;3612;6.35;2;0.08;0.49;0.984;-123;158;0;0;0;0;0;0.01;0;0;0;0;r
10;5;4;2.8177;0.0228;2.989;2574.44;18.04;1;15020;4.31;82.39;1.51;0.51;0.425;-7;50;1.8;0;0;0;82.7;13;1.1;1.4;0;0;t
1;4;4;5.5524;0.0031;0.02;28671.84;15.48;1;5118;5.01;27.61;0.12;0.16;0.618;-166;-143;0;0;0;0;4.2;0.5;0.24;95.06;0;0;d
3;0;2;2.3294;0.0048;2.718;1767.75;6.24;2;14645;9.88;192.25;2.11;0.34;1728.86;-56;5;0;2.1;0;10.1;44;24.9;9.4;9.5;0;0;i
5;6;9;8.6044;0.1045;0.028;112154.81;87.84;0;3500;3.79;12;0.07;0.62;2.017;-212;149;0;0;0;0;0;0;0;0;0;0;r
3;0;2;2.4622;0.001;1.575;260.26;37.86;1;110714;1.95;277.58;1.49;0.41;1.221;-128;65;0;12.7;1.2;84.5;0;0;0;0;1.6;0;g
4;1;4;4.4141;0.0103;4.65;4007.76;41.77;1;23342;6.35;203.16;3.92;0.34;0.539;-177;-107;0;2.2;0;2.2;42.5;32.8;3.5;16.8;0;0;i
6;3;6;5.905;0.0484;2.505;7636.74;42.91;8;22783;8.17;255.12;4.4;0.32;1.259;-225;-196;0;1.5;0;20.6;37.5;14.4;6.8;19.2;0;0;i
10;1;7;4.346;0.0491;2.538;26945.98;62.88;0;3500;5.74;11;0.05;0.54;1.162;-182;38;0;0;0;0;0;0.01;0;0;0;0.01;r
4;1;1;1.1288;0.001;2.415;447.12;42.41;0;13425;2.01;33.97;0.33;0.18;448.461;-50;63;1.4;0;0;0;2.3;0.5;0.07;95.73;0;0;d
4;0;6;7.0509;0.0364;2.094;69438.02;59.62;0;3528;3.38;11;0.01;0.21;0.736;-127;144;0;0;0;0;0;0;0;0;0;0.01;r
7;4;4;3.347;0.0028;1.201;257.74;4.7;7;208572;0.84;240.27;1.11;0.32;3.876;-155;-127;0.2;21.2;0.2;78.4;0;0;0;0;0;0;g
6;1;1;0.9674;0.001;0.223;242.82;8.6;4;18319;3.25;74.11;1.07;0.15;249.376;-177;-64;0;0;0;0;1.6;0.1;1.3;97;0;0;d
8;7;7;5.5202;0.0599;1.708;36562.08;23.18;0;4209;6.7;14;0.09;0.36;0.994;-176;34;0;0;0;0;0;0.01;0;0;0;0;r
5;6;4;4.1497;0.0216;2.733;4654.16;16.65;1;17956;8.42;209.34;2.92;0.31;1.41;-191;-153;0;0.9;0;31.2;42.5;3.8;3;18.6;0;0;i
10;6;5;2.6818;0.0313;0.043;2327.86;13.72;5;14964;6.65;119.69;1.43;0.54;1.082;-48;209;1.8;0;0.9;0;3.2;1.3;0;92.8;0;0;d
8;4;4;3.05;0.0215;0.31;2180.06;36.21;3;20593;2.14;47.46;0.77;0.3;2.575;-23;136;0.5;0;0;0;4.6;0;0;94.9;0;0;d
1;1;1;1.3336;0.001;1.222;2411.19;17.68;0;3500;5.08;7;0.06;0.06;0.483;-26;126;0;0;0;0;0;0;0;0;0;0.02;r
10;8;7;3.7444;0.049;1.321;18941.24;84.02;0;3696;7.08;7;0.02;0.64;0.908;-221;-8;0;0;0;0;0;0;0;0;0;0;r
